location,location_type,country,state_province,district_county_municipality,city,alt_name1,alt_name2
Colombia-Boyaca-Santa_Sofia,municipality,Colombia,Boyaca,Santa_Sofia,NA,15696,NA
Colombia-Boyaca-Sativanorte,municipality,Colombia,Boyaca,Sativanorte,NA,15720,NA
Colombia-Boyaca-Sativasur,municipality,Colombia,Boyaca,Sativasur,NA,15723,NA
Colombia-Boyaca-Siachoque,municipality,Colombia,Boyaca,Siachoque,NA,15740,NA
Colombia-Boyaca-Soata,municipality,Colombia,Boyaca,Soata,NA,15753,NA
Colombia-Boyaca-Socota,municipality,Colombia,Boyaca,Socota,NA,15755,NA
Colombia-Boyaca-Socha,municipality,Colombia,Boyaca,Socha,NA,15757,NA
Colombia-Boyaca-Sogamoso,municipality,Colombia,Boyaca,Sogamoso,NA,15759,NA
Colombia-Boyaca-Somondoco,municipality,Colombia,Boyaca,Somondoco,NA,15761,NA
Colombia-Boyaca-Sora,municipality,Colombia,Boyaca,Sora,NA,15762,NA
Colombia-Boyaca-Sotaquira,municipality,Colombia,Boyaca,Sotaquira,NA,15763,NA
Colombia-Boyaca-Soraca,municipality,Colombia,Boyaca,Soraca,NA,15764,NA
Colombia-Boyaca-Susacon,municipality,Colombia,Boyaca,Susacon,NA,15774,NA
Colombia-Boyaca-Sutamarchan,municipality,Colombia,Boyaca,Sutamarchan,NA,15776,NA
Colombia-Boyaca-Sutatenza,municipality,Colombia,Boyaca,Sutatenza,NA,15778,NA
Colombia-Boyaca-Tasco,municipality,Colombia,Boyaca,Tasco,NA,15790,NA
Colombia-Boyaca-Tenza,municipality,Colombia,Boyaca,Tenza,NA,15798,NA
Colombia-Boyaca-Tibana,municipality,Colombia,Boyaca,Tibana,NA,15804,NA
Colombia-Boyaca-Tibasosa,municipality,Colombia,Boyaca,Tibasosa,NA,15806,NA
Colombia-Boyaca-Tinjaca,municipality,Colombia,Boyaca,Tinjaca,NA,15808,NA
Colombia-Boyaca-Tipacoque,municipality,Colombia,Boyaca,Tipacoque,NA,15810,NA
Colombia-Boyaca-Toca,municipality,Colombia,Boyaca,Toca,NA,15814,NA
Colombia-Boyaca-Togui,municipality,Colombia,Boyaca,Togui,NA,15816,NA
Colombia-Boyaca-Topaga,municipality,Colombia,Boyaca,Topaga,NA,15820,NA
Colombia-Boyaca-Tota,municipality,Colombia,Boyaca,Tota,NA,15822,NA
Colombia-Boyaca-Tunungua,municipality,Colombia,Boyaca,Tunungua,NA,15832,NA
Colombia-Boyaca-Turmeque,municipality,Colombia,Boyaca,Turmeque,NA,15835,NA
Colombia-Boyaca-Tuta,municipality,Colombia,Boyaca,Tuta,NA,15837,NA
Colombia-Boyaca-Tutaza,municipality,Colombia,Boyaca,Tutaza,NA,15839,NA
Colombia-Boyaca-Umbita,municipality,Colombia,Boyaca,Umbita,NA,15842,NA
Colombia-Boyaca-Ventaquemada,municipality,Colombia,Boyaca,Ventaquemada,NA,15861,NA
Colombia-Boyaca-Viracacha,municipality,Colombia,Boyaca,Viracacha,NA,15879,NA
Colombia-Boyaca-Zetaquira,municipality,Colombia,Boyaca,Zetaquira,NA,15897,NA
Colombia-Caldas-Unknown,municipality,Colombia,Caldas,Unknown,NA,17000,NA
Colombia-Caldas-Manizales,municipality,Colombia,Caldas,Manizales,NA,17001,NA
Colombia-Caldas-Aguadas,municipality,Colombia,Caldas,Aguadas,NA,17013,NA
Colombia-Caldas-Anserma,municipality,Colombia,Caldas,Anserma,NA,17042,NA
Colombia-Caldas-Aranzazu,municipality,Colombia,Caldas,Aranzazu,NA,17050,NA
Colombia-Caldas-Belalcazar,municipality,Colombia,Caldas,Belalcazar,NA,17088,NA
Colombia-Caldas-Chinchina,municipality,Colombia,Caldas,Chinchina,NA,17174,NA
Colombia-Caldas-Filadelfia,municipality,Colombia,Caldas,Filadelfia,NA,17272,NA
Colombia-Caldas-La_Dorada,municipality,Colombia,Caldas,La_Dorada,NA,17380,NA
Colombia-Caldas-La_Merced,municipality,Colombia,Caldas,La_Merced,NA,17388,NA
Colombia-Caldas-Manzanares,municipality,Colombia,Caldas,Manzanares,NA,17433,NA
Colombia-Caldas-Marmato,municipality,Colombia,Caldas,Marmato,NA,17442,NA
Colombia-Caldas-Marquetalia,municipality,Colombia,Caldas,Marquetalia,NA,17444,NA
Colombia-Caldas-Marulanda,municipality,Colombia,Caldas,Marulanda,NA,17446,NA
Colombia-Caldas-Neira,municipality,Colombia,Caldas,Neira,NA,17486,NA
Colombia-Caldas-Norcasia,municipality,Colombia,Caldas,Norcasia,NA,17495,NA
Colombia-Caldas-Pacora,municipality,Colombia,Caldas,Pacora,NA,17513,NA
Colombia-Caldas-Palestina,municipality,Colombia,Caldas,Palestina,NA,17524,NA
Colombia-Caldas-Pensilvania,municipality,Colombia,Caldas,Pensilvania,NA,17541,NA
Colombia-Caldas-Riosucio,municipality,Colombia,Caldas,Riosucio,NA,17614,NA
Colombia-Caldas-Risaralda,municipality,Colombia,Caldas,Risaralda,NA,17616,NA
Colombia-Caldas-Salamina,municipality,Colombia,Caldas,Salamina,NA,17653,NA
Colombia-Caldas-Samana,municipality,Colombia,Caldas,Samana,NA,17662,NA
Colombia-Caldas-San_Jose,municipality,Colombia,Caldas,San_Jose,NA,17665,NA
Colombia-Caldas-Supia,municipality,Colombia,Caldas,Supia,NA,17777,NA
Colombia-Caldas-Victoria,municipality,Colombia,Caldas,Victoria,NA,17867,NA
Colombia-Caldas-Villamaria,municipality,Colombia,Caldas,Villamaria,NA,17873,NA
Colombia-Caldas-Viterbo,municipality,Colombia,Caldas,Viterbo,NA,17877,NA
Colombia-Caqueta-Unknown,municipality,Colombia,Caqueta,Unknown,NA,18000,NA
Colombia-Caqueta-Florencia,municipality,Colombia,Caqueta,Florencia,NA,18001,NA
Colombia-Caqueta-Albania,municipality,Colombia,Caqueta,Albania,NA,18029,NA
Colombia-Caqueta-Belen_De_Los_Andaquies,municipality,Colombia,Caqueta,Belen_De_Los_Andaquies,NA,18094,NA
Colombia-Caqueta-Cartagena_Del_Chaira,municipality,Colombia,Caqueta,Cartagena_Del_Chaira,NA,18150,NA
Colombia-Caqueta-Curillo,municipality,Colombia,Caqueta,Curillo,NA,18205,NA
Colombia-Caqueta-El_Doncello,municipality,Colombia,Caqueta,El_Doncello,NA,18247,NA
Colombia-Caqueta-El_Paujil,municipality,Colombia,Caqueta,El_Paujil,NA,18256,NA
Colombia-Caqueta-La_Montanita,municipality,Colombia,Caqueta,La_Montanita,NA,18410,NA
Colombia-Caqueta-Milan,municipality,Colombia,Caqueta,Milan,NA,18460,NA
Colombia-Caqueta-Morelia,municipality,Colombia,Caqueta,Morelia,NA,18479,NA
Colombia-Caqueta-Puerto_Rico,municipality,Colombia,Caqueta,Puerto_Rico,NA,18592,NA
Colombia-Caqueta-San_Jose_Del_Fragua,municipality,Colombia,Caqueta,San_Jose_Del_Fragua,NA,18610,NA
Colombia-Caqueta-San_Vicente_Del_Caguan,municipality,Colombia,Caqueta,San_Vicente_Del_Caguan,NA,18753,NA
Colombia-Caqueta-Solano,municipality,Colombia,Caqueta,Solano,NA,18756,NA
Colombia-Caqueta-Solita,municipality,Colombia,Caqueta,Solita,NA,18785,NA
Colombia-Caqueta-Valparaiso,municipality,Colombia,Caqueta,Valparaiso,NA,18860,NA
Colombia-Cauca-Unknown,municipality,Colombia,Cauca,Unknown,NA,19000,NA
Colombia-Cauca-Popayan,municipality,Colombia,Cauca,Popayan,NA,19001,NA
Colombia-Cauca-Almaguer,municipality,Colombia,Cauca,Almaguer,NA,19022,NA
Colombia-Cauca-Argelia,municipality,Colombia,Cauca,Argelia,NA,19050,NA
Colombia-Cauca-Balboa,municipality,Colombia,Cauca,Balboa,NA,19075,NA
Colombia-Cauca-Bolivar,municipality,Colombia,Cauca,Bolivar,NA,19100,NA
Colombia-Cauca-Buenos_Aires,municipality,Colombia,Cauca,Buenos_Aires,NA,19110,NA
Colombia-Cauca-Cajibio,municipality,Colombia,Cauca,Cajibio,NA,19130,NA
Colombia-Cauca-Caldono,municipality,Colombia,Cauca,Caldono,NA,19137,NA
Colombia-Cauca-Caloto,municipality,Colombia,Cauca,Caloto,NA,19142,NA
Colombia-Cauca-Corinto,municipality,Colombia,Cauca,Corinto,NA,19212,NA
Colombia-Cauca-El_Tambo,municipality,Colombia,Cauca,El_Tambo,NA,19256,NA
Colombia-Cauca-Florencia,municipality,Colombia,Cauca,Florencia,NA,19290,NA
Colombia-Cauca-Guachene,municipality,Colombia,Cauca,Guachene,NA,19300,NA
Colombia-Cauca-Guapi,municipality,Colombia,Cauca,Guapi,NA,19318,NA
Colombia-Cauca-Inza,municipality,Colombia,Cauca,Inza,NA,19355,NA
Colombia-Cauca-Jambalo,municipality,Colombia,Cauca,Jambalo,NA,19364,NA
Colombia-Cauca-La_Sierra,municipality,Colombia,Cauca,La_Sierra,NA,19392,NA
Colombia-Cauca-La_Vega,municipality,Colombia,Cauca,La_Vega,NA,19397,NA
Colombia-Cauca-Lopez,municipality,Colombia,Cauca,Lopez,NA,19418,NA
Colombia-Cauca-Mercaderes,municipality,Colombia,Cauca,Mercaderes,NA,19450,NA
Colombia-Cauca-Miranda,municipality,Colombia,Cauca,Miranda,NA,19455,NA
Colombia-Cauca-Morales,municipality,Colombia,Cauca,Morales,NA,19473,NA
Colombia-Cauca-Padilla,municipality,Colombia,Cauca,Padilla,NA,19513,NA
Colombia-Cauca-Paez,municipality,Colombia,Cauca,Paez,NA,19517,NA
Colombia-Cauca-Patia,municipality,Colombia,Cauca,Patia,NA,19532,NA
Colombia-Cauca-Piamonte,municipality,Colombia,Cauca,Piamonte,NA,19533,NA
Colombia-Cauca-Piendamo,municipality,Colombia,Cauca,Piendamo,NA,19548,NA
Colombia-Cauca-Puerto_Tejada,municipality,Colombia,Cauca,Puerto_Tejada,NA,19573,NA
Colombia-Cauca-Purace,municipality,Colombia,Cauca,Purace,NA,19585,NA
Colombia-Cauca-Rosas,municipality,Colombia,Cauca,Rosas,NA,19622,NA
Colombia-Cauca-San_Sebastian,municipality,Colombia,Cauca,San_Sebastian,NA,19693,NA
Colombia-Cauca-Santander_De_Quilichao,municipality,Colombia,Cauca,Santander_De_Quilichao,NA,19698,NA
Colombia-Cauca-Santa_Rosa,municipality,Colombia,Cauca,Santa_Rosa,NA,19701,NA
Colombia-Cauca-Silvia,municipality,Colombia,Cauca,Silvia,NA,19743,NA
Colombia-Cauca-Sotara,municipality,Colombia,Cauca,Sotara,NA,19760,NA
Colombia-Cauca-Suarez,municipality,Colombia,Cauca,Suarez,NA,19780,NA
Colombia-Cauca-Sucre,municipality,Colombia,Cauca,Sucre,NA,19785,NA
Colombia-Cauca-Timbio,municipality,Colombia,Cauca,Timbio,NA,19807,NA
Colombia-Cauca-Timbiqui,municipality,Colombia,Cauca,Timbiqui,NA,19809,NA
Colombia-Cauca-Toribio,municipality,Colombia,Cauca,Toribio,NA,19821,NA
Colombia-Cauca-Totoro,municipality,Colombia,Cauca,Totoro,NA,19824,NA
Colombia-Cauca-Villa_Rica,municipality,Colombia,Cauca,Villa_Rica,NA,19845,NA
Colombia-Cesar-Unknown,municipality,Colombia,Cesar,Unknown,NA,20000,NA
Colombia-Cesar-Valledupar,municipality,Colombia,Cesar,Valledupar,NA,20001,NA
Colombia-Cesar-Aguachica,municipality,Colombia,Cesar,Aguachica,NA,20011,NA
Colombia-Cesar-Agustin_Codazzi,municipality,Colombia,Cesar,Agustin_Codazzi,NA,20013,NA
Colombia-Cesar-Astrea,municipality,Colombia,Cesar,Astrea,NA,20032,NA
Colombia-Cesar-Becerril,municipality,Colombia,Cesar,Becerril,NA,20045,NA
Colombia-Cesar-Bosconia,municipality,Colombia,Cesar,Bosconia,NA,20060,NA
Colombia-Cesar-Chimichagua,municipality,Colombia,Cesar,Chimichagua,NA,20175,NA
Colombia-Cesar-Chiriguana,municipality,Colombia,Cesar,Chiriguana,NA,20178,NA
Colombia-Cesar-Curumani,municipality,Colombia,Cesar,Curumani,NA,20228,NA
Colombia-Cesar-El_Copey,municipality,Colombia,Cesar,El_Copey,NA,20238,NA
Colombia-Cesar-El_Paso,municipality,Colombia,Cesar,El_Paso,NA,20250,NA
Colombia-Cesar-Gamarra,municipality,Colombia,Cesar,Gamarra,NA,20295,NA
Colombia-Cesar-Gonzalez,municipality,Colombia,Cesar,Gonzalez,NA,20310,NA
Colombia-Cesar-La_Gloria,municipality,Colombia,Cesar,La_Gloria,NA,20383,NA
Colombia-Cesar-La_Jagua_De_Ibirico,municipality,Colombia,Cesar,La_Jagua_De_Ibirico,NA,20400,NA
Colombia-Cesar-Manaure,municipality,Colombia,Cesar,Manaure,NA,20443,NA
Colombia-Cesar-Pailitas,municipality,Colombia,Cesar,Pailitas,NA,20517,NA
Colombia-Cesar-Pelaya,municipality,Colombia,Cesar,Pelaya,NA,20550,NA
Colombia-Cesar-Pueblo_Bello,municipality,Colombia,Cesar,Pueblo_Bello,NA,20570,NA
Colombia-Cesar-Rio_De_Oro,municipality,Colombia,Cesar,Rio_De_Oro,NA,20614,NA
Colombia-Cesar-La_Paz,municipality,Colombia,Cesar,La_Paz,NA,20621,NA
Colombia-Cesar-San_Alberto,municipality,Colombia,Cesar,San_Alberto,NA,20710,NA
Colombia-Cesar-San_Diego,municipality,Colombia,Cesar,San_Diego,NA,20750,NA
Colombia-Cesar-San_Martin,municipality,Colombia,Cesar,San_Martin,NA,20770,NA
Colombia-Cesar-Tamalameque,municipality,Colombia,Cesar,Tamalameque,NA,20787,NA
Colombia-Cordoba-Unknown,municipality,Colombia,Cordoba,Unknown,NA,23000,NA
Colombia-Cordoba-Monteria,municipality,Colombia,Cordoba,Monteria,NA,23001,NA
Colombia-Cordoba-Ayapel,municipality,Colombia,Cordoba,Ayapel,NA,23068,NA
Colombia-Cordoba-Buenavista,municipality,Colombia,Cordoba,Buenavista,NA,23079,NA
Colombia-Cordoba-Canalete,municipality,Colombia,Cordoba,Canalete,NA,23090,NA
Colombia-Cordoba-Cerete,municipality,Colombia,Cordoba,Cerete,NA,23162,NA
Colombia-Cordoba-Chima,municipality,Colombia,Cordoba,Chima,NA,23168,NA
Colombia-Cordoba-Chinu,municipality,Colombia,Cordoba,Chinu,NA,23182,NA
Colombia-Cordoba-Cienaga_De_Oro,municipality,Colombia,Cordoba,Cienaga_De_Oro,NA,23189,NA
Colombia-Cordoba-Cotorra,municipality,Colombia,Cordoba,Cotorra,NA,23300,NA
Colombia-Cordoba-La_Apartada,municipality,Colombia,Cordoba,La_Apartada,NA,23350,NA
Colombia-Cordoba-Lorica,municipality,Colombia,Cordoba,Lorica,NA,23417,NA
Colombia-Cordoba-Los_Cordobas,municipality,Colombia,Cordoba,Los_Cordobas,NA,23419,NA
Colombia-Cordoba-Momil,municipality,Colombia,Cordoba,Momil,NA,23464,NA
Colombia-Cordoba-Montelibano,municipality,Colombia,Cordoba,Montelibano,NA,23466,NA
Colombia-Cordoba-Monitos,municipality,Colombia,Cordoba,Monitos,NA,23500,NA
Colombia-Cordoba-Planeta_Rica,municipality,Colombia,Cordoba,Planeta_Rica,NA,23555,NA
Colombia-Cordoba-Pueblo_Nuevo,municipality,Colombia,Cordoba,Pueblo_Nuevo,NA,23570,NA
Colombia-Cordoba-Puerto_Escondido,municipality,Colombia,Cordoba,Puerto_Escondido,NA,23574,NA
Colombia-Cordoba-Puerto_Libertador,municipality,Colombia,Cordoba,Puerto_Libertador,NA,23580,NA
Colombia-Cordoba-Purisima,municipality,Colombia,Cordoba,Purisima,NA,23586,NA
Colombia-Cordoba-Sahagun,municipality,Colombia,Cordoba,Sahagun,NA,23660,NA
Colombia-Cordoba-San_Andres_Sotavento,municipality,Colombia,Cordoba,San_Andres_Sotavento,NA,23670,NA
Colombia-Cordoba-San_Antero,municipality,Colombia,Cordoba,San_Antero,NA,23672,NA
Colombia-Cordoba-San_Bernardo_Del_Viento,municipality,Colombia,Cordoba,San_Bernardo_Del_Viento,NA,23675,NA
Colombia-Cordoba-San_Carlos,municipality,Colombia,Cordoba,San_Carlos,NA,23678,NA
Colombia-Cordoba-San_Jose_De_Ure,municipality,Colombia,Cordoba,San_Jose_De_Ure,NA,23682,NA
Colombia-Cordoba-San_Pelayo,municipality,Colombia,Cordoba,San_Pelayo,NA,23686,NA
Colombia-Cordoba-Tierralta,municipality,Colombia,Cordoba,Tierralta,NA,23807,NA
Colombia-Cordoba-Tuchin,municipality,Colombia,Cordoba,Tuchin,NA,23815,NA
Colombia-Cordoba-Valencia,municipality,Colombia,Cordoba,Valencia,NA,23855,NA
Colombia-Cundinamarca-Unknown,municipality,Colombia,Cundinamarca,Unknown,NA,25000,NA
Colombia-Cundinamarca-Agua_De_Dios,municipality,Colombia,Cundinamarca,Agua_De_Dios,NA,25001,NA
Colombia-Cundinamarca-Alban,municipality,Colombia,Cundinamarca,Alban,NA,25019,NA
Colombia-Cundinamarca-Anapoima,municipality,Colombia,Cundinamarca,Anapoima,NA,25035,NA
Colombia-Cundinamarca-Anolaima,municipality,Colombia,Cundinamarca,Anolaima,NA,25040,NA
Colombia-Cundinamarca-Arbelaez,municipality,Colombia,Cundinamarca,Arbelaez,NA,25053,NA
Colombia-Cundinamarca-Beltran,municipality,Colombia,Cundinamarca,Beltran,NA,25086,NA
Colombia-Cundinamarca-Bituima,municipality,Colombia,Cundinamarca,Bituima,NA,25095,NA
Colombia-Cundinamarca-Bojaca,municipality,Colombia,Cundinamarca,Bojaca,NA,25099,NA
Colombia-Cundinamarca-Cabrera,municipality,Colombia,Cundinamarca,Cabrera,NA,25120,NA
Colombia-Cundinamarca-Cachipay,municipality,Colombia,Cundinamarca,Cachipay,NA,25123,NA
Colombia-Cundinamarca-Cajica,municipality,Colombia,Cundinamarca,Cajica,NA,25126,NA
Colombia-Cundinamarca-Caparrapi,municipality,Colombia,Cundinamarca,Caparrapi,NA,25148,NA
Colombia-Cundinamarca-Caqueza,municipality,Colombia,Cundinamarca,Caqueza,NA,25151,NA
Colombia-Cundinamarca-Carmen_De_Carupa,municipality,Colombia,Cundinamarca,Carmen_De_Carupa,NA,25154,NA
Colombia-Cundinamarca-Chaguani,municipality,Colombia,Cundinamarca,Chaguani,NA,25168,NA
Colombia-Cundinamarca-Chia,municipality,Colombia,Cundinamarca,Chia,NA,25175,NA
Colombia-Cundinamarca-Chipaque,municipality,Colombia,Cundinamarca,Chipaque,NA,25178,NA
Colombia-Cundinamarca-Choachi,municipality,Colombia,Cundinamarca,Choachi,NA,25181,NA
Colombia-Cundinamarca-Choconta,municipality,Colombia,Cundinamarca,Choconta,NA,25183,NA
Colombia-Cundinamarca-Cogua,municipality,Colombia,Cundinamarca,Cogua,NA,25200,NA
Colombia-Cundinamarca-Cota,municipality,Colombia,Cundinamarca,Cota,NA,25214,NA
Colombia-Cundinamarca-Cucunuba,municipality,Colombia,Cundinamarca,Cucunuba,NA,25224,NA
Colombia-Cundinamarca-El_Colegio,municipality,Colombia,Cundinamarca,El_Colegio,NA,25245,NA
Colombia-Cundinamarca-El_Penon,municipality,Colombia,Cundinamarca,El_Penon,NA,25258,NA
Colombia-Cundinamarca-El_Rosal,municipality,Colombia,Cundinamarca,El_Rosal,NA,25260,NA
Colombia-Cundinamarca-Facatativa,municipality,Colombia,Cundinamarca,Facatativa,NA,25269,NA
Colombia-Cundinamarca-Fomeque,municipality,Colombia,Cundinamarca,Fomeque,NA,25279,NA
Colombia-Cundinamarca-Fosca,municipality,Colombia,Cundinamarca,Fosca,NA,25281,NA
Colombia-Cundinamarca-Funza,municipality,Colombia,Cundinamarca,Funza,NA,25286,NA
Colombia-Cundinamarca-Fuquene,municipality,Colombia,Cundinamarca,Fuquene,NA,25288,NA
Colombia-Cundinamarca-Fusagasuga,municipality,Colombia,Cundinamarca,Fusagasuga,NA,25290,NA
Colombia-Cundinamarca-Gachala,municipality,Colombia,Cundinamarca,Gachala,NA,25293,NA
Colombia-Cundinamarca-Gachancipa,municipality,Colombia,Cundinamarca,Gachancipa,NA,25295,NA
Colombia-Cundinamarca-Gacheta,municipality,Colombia,Cundinamarca,Gacheta,NA,25297,NA
Colombia-Cundinamarca-Gama,municipality,Colombia,Cundinamarca,Gama,NA,25299,NA
Colombia-Cundinamarca-Girardot,municipality,Colombia,Cundinamarca,Girardot,NA,25307,NA
Colombia-Cundinamarca-Granada,municipality,Colombia,Cundinamarca,Granada,NA,25312,NA
Colombia-Cundinamarca-Guacheta,municipality,Colombia,Cundinamarca,Guacheta,NA,25317,NA
Colombia-Cundinamarca-Guaduas,municipality,Colombia,Cundinamarca,Guaduas,NA,25320,NA
Colombia-Cundinamarca-Guasca,municipality,Colombia,Cundinamarca,Guasca,NA,25322,NA
Colombia-Cundinamarca-Guataqui,municipality,Colombia,Cundinamarca,Guataqui,NA,25324,NA
Colombia-Cundinamarca-Guatavita,municipality,Colombia,Cundinamarca,Guatavita,NA,25326,NA
Colombia-Cundinamarca-Guayabal_De_Siquima,municipality,Colombia,Cundinamarca,Guayabal_De_Siquima,NA,25328,NA
Colombia-Cundinamarca-Guayabetal,municipality,Colombia,Cundinamarca,Guayabetal,NA,25335,NA
Colombia-Cundinamarca-Gutierrez,municipality,Colombia,Cundinamarca,Gutierrez,NA,25339,NA
Colombia-Cundinamarca-Jerusalen,municipality,Colombia,Cundinamarca,Jerusalen,NA,25368,NA
Colombia-Cundinamarca-Junin,municipality,Colombia,Cundinamarca,Junin,NA,25372,NA
Colombia-Cundinamarca-La_Calera,municipality,Colombia,Cundinamarca,La_Calera,NA,25377,NA
Colombia-Cundinamarca-La_Mesa,municipality,Colombia,Cundinamarca,La_Mesa,NA,25386,NA
Colombia-Cundinamarca-La_Palma,municipality,Colombia,Cundinamarca,La_Palma,NA,25394,NA
Colombia-Cundinamarca-La_Pena,municipality,Colombia,Cundinamarca,La_Pena,NA,25398,NA
Colombia-Cundinamarca-La_Vega,municipality,Colombia,Cundinamarca,La_Vega,NA,25402,NA
Colombia-Cundinamarca-Lenguazaque,municipality,Colombia,Cundinamarca,Lenguazaque,NA,25407,NA
Colombia-Cundinamarca-Macheta,municipality,Colombia,Cundinamarca,Macheta,NA,25426,NA
Colombia-Cundinamarca-Madrid,municipality,Colombia,Cundinamarca,Madrid,NA,25430,NA
Colombia-Cundinamarca-Manta,municipality,Colombia,Cundinamarca,Manta,NA,25436,NA
Colombia-Cundinamarca-Medina,municipality,Colombia,Cundinamarca,Medina,NA,25438,NA
Colombia-Cundinamarca-Mosquera,municipality,Colombia,Cundinamarca,Mosquera,NA,25473,NA
Colombia-Cundinamarca-Narino,municipality,Colombia,Cundinamarca,Narino,NA,25483,NA
Colombia-Cundinamarca-Nemocon,municipality,Colombia,Cundinamarca,Nemocon,NA,25486,NA
Colombia-Cundinamarca-Nilo,municipality,Colombia,Cundinamarca,Nilo,NA,25488,NA
Colombia-Cundinamarca-Nimaima,municipality,Colombia,Cundinamarca,Nimaima,NA,25489,NA
Colombia-Cundinamarca-Nocaima,municipality,Colombia,Cundinamarca,Nocaima,NA,25491,NA
Colombia-Cundinamarca-Venecia,municipality,Colombia,Cundinamarca,Venecia,NA,25506,NA
Colombia-Cundinamarca-Pacho,municipality,Colombia,Cundinamarca,Pacho,NA,25513,NA
Colombia-Cundinamarca-Paime,municipality,Colombia,Cundinamarca,Paime,NA,25518,NA
Colombia-Cundinamarca-Pandi,municipality,Colombia,Cundinamarca,Pandi,NA,25524,NA
Colombia-Cundinamarca-Paratebueno,municipality,Colombia,Cundinamarca,Paratebueno,NA,25530,NA
Colombia-Cundinamarca-Pasca,municipality,Colombia,Cundinamarca,Pasca,NA,25535,NA
Colombia-Cundinamarca-Puerto_Salgar,municipality,Colombia,Cundinamarca,Puerto_Salgar,NA,25572,NA
Colombia-Cundinamarca-Puli,municipality,Colombia,Cundinamarca,Puli,NA,25580,NA
Colombia-Cundinamarca-Quebradanegra,municipality,Colombia,Cundinamarca,Quebradanegra,NA,25592,NA
Colombia-Cundinamarca-Quetame,municipality,Colombia,Cundinamarca,Quetame,NA,25594,NA
Colombia-Cundinamarca-Quipile,municipality,Colombia,Cundinamarca,Quipile,NA,25596,NA
Colombia-Cundinamarca-Apulo,municipality,Colombia,Cundinamarca,Apulo,NA,25599,NA
Colombia-Cundinamarca-Rafael_Reyes_Apulo,municipality,Colombia,Cundinamarca,Rafael_Reyes_Apulo,NA,NA,NA
Colombia-Cundinamarca-Ricaurte,municipality,Colombia,Cundinamarca,Ricaurte,NA,25612,NA
Colombia-Cundinamarca-San_Antonio_Del_Tequendama,municipality,Colombia,Cundinamarca,San_Antonio_Del_Tequendama,NA,25645,NA
Colombia-Cundinamarca-San_Bernardo,municipality,Colombia,Cundinamarca,San_Bernardo,NA,25649,NA
Colombia-Cundinamarca-San_Cayetano,municipality,Colombia,Cundinamarca,San_Cayetano,NA,25653,NA
Colombia-Cundinamarca-San_Francisco,municipality,Colombia,Cundinamarca,San_Francisco,NA,25658,NA
Colombia-Cundinamarca-San_Juan_De_Rio_Seco,municipality,Colombia,Cundinamarca,San_Juan_De_Rio_Seco,NA,25662,NA
Colombia-Cundinamarca-Sasaima,municipality,Colombia,Cundinamarca,Sasaima,NA,25718,NA
Colombia-Cundinamarca-Sesquile,municipality,Colombia,Cundinamarca,Sesquile,NA,25736,NA
Colombia-Cundinamarca-Sibate,municipality,Colombia,Cundinamarca,Sibate,NA,25740,NA
Colombia-Cundinamarca-Silvania,municipality,Colombia,Cundinamarca,Silvania,NA,25743,NA
Colombia-Cundinamarca-Simijaca,municipality,Colombia,Cundinamarca,Simijaca,NA,25745,NA
Colombia-Cundinamarca-Soacha,municipality,Colombia,Cundinamarca,Soacha,NA,25754,NA
Colombia-Cundinamarca-Sopo,municipality,Colombia,Cundinamarca,Sopo,NA,25758,NA
Colombia-Cundinamarca-Subachoque,municipality,Colombia,Cundinamarca,Subachoque,NA,25769,NA
Colombia-Cundinamarca-Suesca,municipality,Colombia,Cundinamarca,Suesca,NA,25772,NA
Colombia-Cundinamarca-Supata,municipality,Colombia,Cundinamarca,Supata,NA,25777,NA
Colombia-Cundinamarca-Susa,municipality,Colombia,Cundinamarca,Susa,NA,25779,NA
Colombia-Cundinamarca-Sutatausa,municipality,Colombia,Cundinamarca,Sutatausa,NA,25781,NA
Colombia-Cundinamarca-Tabio,municipality,Colombia,Cundinamarca,Tabio,NA,25785,NA
Colombia-Cundinamarca-Tausa,municipality,Colombia,Cundinamarca,Tausa,NA,25793,NA
Colombia-Cundinamarca-Tena,municipality,Colombia,Cundinamarca,Tena,NA,25797,NA
Colombia-Cundinamarca-Tenjo,municipality,Colombia,Cundinamarca,Tenjo,NA,25799,NA
Colombia-Cundinamarca-Tibacuy,municipality,Colombia,Cundinamarca,Tibacuy,NA,25805,NA
Colombia-Cundinamarca-Tibirita,municipality,Colombia,Cundinamarca,Tibirita,NA,25807,NA
Colombia-Cundinamarca-Tocaima,municipality,Colombia,Cundinamarca,Tocaima,NA,25815,NA
Colombia-Cundinamarca-Tocancipa,municipality,Colombia,Cundinamarca,Tocancipa,NA,25817,NA
Colombia-Cundinamarca-Topaipi,municipality,Colombia,Cundinamarca,Topaipi,NA,25823,NA
Colombia-Cundinamarca-Ubala,municipality,Colombia,Cundinamarca,Ubala,NA,25839,NA
Colombia-Cundinamarca-Ubaque,municipality,Colombia,Cundinamarca,Ubaque,NA,25841,NA
Colombia-Cundinamarca-Villa_De_San_Diego_De_Ubate,municipality,Colombia,Cundinamarca,Villa_De_San_Diego_De_Ubate,NA,25843,NA
Colombia-Cundinamarca-Une,municipality,Colombia,Cundinamarca,Une,NA,25845,NA
Colombia-Cundinamarca-Utica,municipality,Colombia,Cundinamarca,Utica,NA,25851,NA
Colombia-Cundinamarca-Vergara,municipality,Colombia,Cundinamarca,Vergara,NA,25862,NA
